customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,TechSupport,OnlineSecurity,StreamingTV,NumSupportCalls,MonthlyCharges,TotalCharges,Churn,ChurnProbability,PredictedChurn,ActualChurn,RiskSegment
CUST100516,Female,0,Yes,No,12,Two year,DSL,Electronic check,Yes,No,No,No,4,41.0,533.92,Yes,31.69,No,Yes,Medium Risk
CUST103585,Male,0,Yes,No,24,Month-to-month,Fiber optic,Credit card (automatic),No,No internet service,Yes,No,0,71.76,1750.52,No,22.42,No,No,Low Risk
CUST104304,Male,0,No,No,31,One year,DSL,Mailed check,Yes,No,No,Yes,2,85.96,2688.62,No,23.61,No,No,Low Risk
CUST104789,Male,1,Yes,No,19,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,No,0,78.36,1549.68,No,26.51,No,No,Low Risk
CUST100906,Female,1,Yes,No,15,One year,DSL,Mailed check,No,Yes,No internet service,No internet service,4,45.38,697.1,No,26.25,No,No,Low Risk
CUST104986,Male,0,Yes,No,12,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,Yes,2,57.02,649.41,Yes,57.72,Yes,Yes,Medium Risk
CUST102133,Male,1,No,No,5,One year,DSL,Electronic check,Yes,No internet service,No,Yes,2,60.74,289.33,No,73.3,Yes,No,High Risk
CUST104329,Female,0,Yes,No,8,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,0,61.05,494.02,Yes,79.93,Yes,Yes,High Risk
CUST102124,Female,1,Yes,No,28,One year,No,Electronic check,Yes,No,No internet service,No,0,18.0,505.77,No,5.71,No,No,Low Risk
CUST102314,Male,0,No,No,17,Month-to-month,DSL,Electronic check,No,Yes,No,Yes,0,45.16,741.66,Yes,46.58,No,Yes,Medium Risk
CUST103582,Female,0,Yes,Yes,45,One year,Fiber optic,Electronic check,No,Yes,No,No internet service,3,101.83,4633.29,Yes,34.96,No,Yes,Medium Risk
CUST101202,Female,0,Yes,No,16,Month-to-month,No,Bank transfer (automatic),No,No internet service,No,No,3,37.59,654.4,No,39.05,No,No,Medium Risk
CUST104000,Female,0,Yes,No,14,One year,No,Mailed check,No,No,No,No,1,33.33,488.8,No,8.81,No,No,Low Risk
CUST102062,Male,1,No,No,49,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,Yes,1,61.75,3086.72,No,52.89,Yes,No,Medium Risk
CUST101367,Female,0,No,Yes,2,Month-to-month,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,2,61.63,112.63,Yes,53.03,Yes,Yes,Medium Risk
CUST104621,Male,0,Yes,No,21,Two year,Fiber optic,Bank transfer (automatic),No,No,No internet service,Yes,1,76.06,1596.94,No,7.64,No,No,Low Risk
CUST103782,Female,0,No,No,5,One year,No,Bank transfer (automatic),No,No,No internet service,No,1,18.0,105.55,No,7.46,No,No,Low Risk
CUST102089,Male,0,No,Yes,27,Two year,No,Bank transfer (automatic),No,No internet service,No,No,4,45.13,1145.21,No,5.44,No,No,Low Risk
CUST101850,Male,0,Yes,Yes,24,Month-to-month,Fiber optic,Credit card (automatic),No,No,No internet service,Yes,7,67.57,1605.41,Yes,84.05,Yes,Yes,High Risk
CUST102887,Female,1,No,Yes,58,Two year,DSL,Bank transfer (automatic),No,No,No internet service,No,2,63.67,3667.23,No,1.06,No,No,Low Risk
CUST104471,Female,0,Yes,No,41,Two year,Fiber optic,Mailed check,No,Yes,No,Yes,2,79.0,3302.89,No,4.54,No,No,Low Risk
CUST100713,Female,0,No,No,14,Month-to-month,DSL,Electronic check,No,No internet service,No,No,1,56.01,818.82,Yes,79.89,Yes,Yes,High Risk
CUST103576,Female,0,Yes,Yes,8,Two year,DSL,Bank transfer (automatic),Yes,No,Yes,No internet service,2,79.54,680.08,No,7.58,No,No,Low Risk
CUST104196,Male,0,Yes,No,64,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,2,62.31,3992.0,No,10.86,No,No,Low Risk
CUST102977,Male,0,Yes,No,26,One year,Fiber optic,Mailed check,No,No internet service,No,Yes,1,82.26,2108.23,No,22.87,No,No,Low Risk
CUST104125,Male,0,Yes,No,44,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,No,1,79.14,3558.08,No,12.57,No,No,Low Risk
CUST104892,Female,0,No,No,28,Month-to-month,No,Mailed check,No,Yes,No internet service,No internet service,3,22.64,617.42,No,22.95,No,No,Low Risk
CUST100588,Female,0,Yes,No,11,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,63.5,639.32,Yes,79.23,Yes,Yes,High Risk
CUST102955,Male,0,Yes,No,30,Two year,DSL,Electronic check,Yes,Yes,Yes,No,1,68.74,2108.94,No,3.78,No,No,Low Risk
CUST104116,Male,0,Yes,Yes,70,One year,DSL,Bank transfer (automatic),Yes,No,Yes,Yes,2,60.52,4178.05,No,0.22,No,No,Low Risk
CUST103318,Male,1,Yes,Yes,8,Month-to-month,No,Bank transfer (automatic),Yes,Yes,Yes,No internet service,2,29.5,164.36,No,15.51,No,No,Low Risk
CUST100931,Female,1,No,No,16,One year,No,Electronic check,Yes,No,No,Yes,0,26.47,421.72,No,19.9,No,No,Low Risk
CUST104716,Female,0,No,Yes,25,Month-to-month,No,Credit card (automatic),No,Yes,No,Yes,3,33.74,912.58,No,18.12,No,No,Low Risk
CUST100584,Female,0,No,Yes,3,One year,No,Credit card (automatic),No,Yes,Yes,No,2,29.83,126.43,No,5.25,No,No,Low Risk
CUST100857,Male,0,No,No,54,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,No,No internet service,0,82.87,4534.04,No,12.39,No,No,Low Risk
CUST100993,Female,1,No,No,41,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No,No internet service,3,68.53,2761.86,No,40.13,No,No,Medium Risk
CUST102229,Female,0,Yes,No,21,Two year,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,Yes,2,67.34,1444.14,No,7.7,No,No,Low Risk
CUST102368,Male,0,No,Yes,34,Month-to-month,Fiber optic,Mailed check,No,No internet service,No,Yes,0,84.5,2910.77,No,45.17,No,No,Medium Risk
CUST100968,Female,0,Yes,Yes,19,Month-to-month,Fiber optic,Mailed check,Yes,No,No internet service,No,1,60.51,1097.63,No,45.14,No,No,Medium Risk
CUST101050,Female,0,No,No,34,Two year,Fiber optic,Credit card (automatic),No,Yes,No,No,0,65.26,2256.52,No,1.61,No,No,Low Risk
CUST103205,Female,0,No,No,45,One year,No,Bank transfer (automatic),No,No,No internet service,No,4,31.27,1477.4,No,3.38,No,No,Low Risk
CUST101349,Male,0,Yes,Yes,67,One year,No,Bank transfer (automatic),Yes,Yes,No internet service,Yes,2,30.46,1995.86,No,0.1,No,No,Low Risk
CUST104095,Male,0,No,Yes,42,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,2,70.41,2915.51,No,62.47,Yes,No,High Risk
CUST103968,Female,1,Yes,No,62,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,No,0,62.65,3852.14,No,0.53,No,No,Low Risk
CUST103960,Male,0,Yes,Yes,51,Month-to-month,No,Bank transfer (automatic),No,Yes,No internet service,Yes,4,34.46,1772.89,No,4.14,No,No,Low Risk
CUST101922,Female,0,No,No,34,One year,Fiber optic,Mailed check,No,Yes,No,Yes,4,59.65,2067.21,Yes,20.61,No,Yes,Low Risk
CUST101322,Male,0,Yes,No,24,Two year,DSL,Mailed check,Yes,No,Yes,Yes,1,75.17,1743.75,No,4.14,No,No,Low Risk
CUST104171,Male,0,Yes,No,27,One year,DSL,Bank transfer (automatic),No,No,No internet service,Yes,2,51.78,1414.16,No,5.16,No,No,Low Risk
CUST103108,Male,0,No,No,17,Month-to-month,DSL,Mailed check,No,Yes,No internet service,No,0,38.71,667.6,Yes,20.18,No,Yes,Low Risk
CUST103471,Male,0,No,Yes,7,Month-to-month,DSL,Electronic check,No,Yes,No internet service,No internet service,0,43.99,235.84,No,53.9,Yes,No,Medium Risk
CUST101585,Female,0,Yes,No,19,One year,Fiber optic,Electronic check,Yes,Yes,No,No,1,84.47,1632.06,Yes,40.88,No,Yes,Medium Risk
CUST103856,Female,0,Yes,Yes,19,One year,Fiber optic,Mailed check,No,Yes,Yes,Yes,2,82.15,1554.39,No,15.96,No,No,Low Risk
CUST101152,Female,0,Yes,Yes,5,Two year,No,Bank transfer (automatic),Yes,Yes,No,No,1,36.11,182.51,No,1.74,No,No,Low Risk
CUST102716,Female,0,No,No,59,One year,No,Mailed check,Yes,No,No,No,3,30.98,1777.9,No,1.53,No,No,Low Risk
CUST100657,Male,0,Yes,Yes,21,Two year,DSL,Mailed check,No,No,No,Yes,2,64.02,1393.53,No,7.36,No,No,Low Risk
CUST103668,Female,0,No,No,8,Month-to-month,DSL,Mailed check,No,No,No,Yes,2,69.28,474.73,Yes,82.48,Yes,Yes,High Risk
CUST103593,Male,0,Yes,No,47,Month-to-month,DSL,Mailed check,Yes,Yes,No internet service,No,1,47.84,2231.11,No,4.56,No,No,Low Risk
CUST104233,Female,0,Yes,No,9,Two year,No,Credit card (automatic),No,No,No,No,1,34.37,236.62,No,3.41,No,No,Low Risk
CUST104675,Male,0,No,No,8,One year,Fiber optic,Bank transfer (automatic),Yes,No,No,No,1,68.31,417.87,No,26.57,No,No,Low Risk
CUST102888,Male,0,No,No,6,Two year,DSL,Credit card (automatic),Yes,No internet service,No internet service,Yes,1,63.67,361.95,Yes,10.37,No,Yes,Low Risk
CUST102535,Male,0,Yes,No,28,Two year,DSL,Bank transfer (automatic),No,No internet service,No,No internet service,1,67.61,1875.62,No,2.64,No,No,Low Risk
CUST101765,Female,0,Yes,Yes,24,Month-to-month,No,Electronic check,No,No internet service,Yes,No internet service,1,28.52,680.31,No,24.02,No,No,Low Risk
CUST103190,Female,0,No,Yes,44,One year,No,Credit card (automatic),Yes,Yes,No,No internet service,4,27.98,1277.94,No,1.29,No,No,Low Risk
CUST104486,Female,0,Yes,Yes,24,Month-to-month,No,Electronic check,No,No internet service,Yes,No internet service,1,34.87,889.04,No,28.07,No,No,Low Risk
CUST102361,Female,0,No,No,18,Month-to-month,No,Credit card (automatic),Yes,No,No,Yes,0,51.84,962.76,No,26.04,No,No,Low Risk
CUST101645,Male,0,Yes,No,8,Month-to-month,DSL,Credit card (automatic),No,No internet service,No,No,3,75.51,713.53,Yes,75.44,Yes,Yes,High Risk
CUST101905,Female,0,Yes,Yes,14,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,Yes,No,1,51.11,813.67,No,9.39,No,No,Low Risk
CUST102768,Male,1,Yes,Yes,72,One year,Fiber optic,Credit card (automatic),Yes,Yes,Yes,No,1,75.63,5432.64,No,0.3,No,No,Low Risk
CUST103796,Male,0,Yes,Yes,19,Two year,Fiber optic,Mailed check,No,No,No internet service,No,2,65.01,1308.41,No,12.15,No,No,Low Risk
CUST100935,Male,0,Yes,No,18,One year,Fiber optic,Electronic check,No,No internet service,Yes,Yes,1,73.52,1326.39,No,37.7,No,No,Medium Risk
CUST101688,Male,0,No,Yes,12,One year,No,Mailed check,Yes,No internet service,No internet service,No internet service,3,18.0,282.47,No,11.95,No,No,Low Risk
CUST102932,Male,0,No,No,22,One year,Fiber optic,Mailed check,No,Yes,No,Yes,3,74.16,1702.46,No,35.43,No,No,Medium Risk
CUST103814,Male,0,No,Yes,7,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,Yes,4,70.42,572.92,Yes,73.43,Yes,Yes,High Risk
CUST104089,Female,0,No,No,34,One year,No,Electronic check,Yes,No,Yes,No internet service,0,18.0,518.18,No,2.33,No,No,Low Risk
CUST102356,Female,0,Yes,No,43,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,No internet service,Yes,3,77.51,3385.77,No,2.67,No,No,Low Risk
CUST102160,Male,0,No,No,40,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No,2,69.41,2786.04,Yes,16.69,No,Yes,Low Risk
CUST100719,Female,0,No,No,30,One year,DSL,Bank transfer (automatic),No,No,No,No,1,48.31,1460.07,No,3.96,No,No,Low Risk
CUST101926,Male,0,Yes,No,3,One year,Fiber optic,Credit card (automatic),Yes,No,No internet service,Yes,2,86.58,278.87,Yes,48.19,No,Yes,Medium Risk
CUST102071,Male,0,Yes,No,16,Month-to-month,No,Credit card (automatic),Yes,No internet service,No,No,1,38.52,598.3,No,19.84,No,No,Low Risk
CUST100789,Male,0,No,Yes,35,Month-to-month,No,Electronic check,Yes,No,No,No,0,36.34,1360.85,No,21.53,No,No,Low Risk
CUST104420,Female,1,No,No,9,Month-to-month,No,Electronic check,Yes,No,Yes,No internet service,1,28.23,205.24,No,66.54,Yes,No,High Risk
CUST103781,Male,0,Yes,No,42,One year,DSL,Credit card (automatic),Yes,No,No,No,0,67.44,2875.48,No,1.43,No,No,Low Risk
CUST104412,Male,0,Yes,No,18,Month-to-month,Fiber optic,Electronic check,No,No internet service,No,Yes,2,76.19,1332.15,Yes,89.85,Yes,Yes,High Risk
CUST104070,Male,0,Yes,No,38,Month-to-month,Fiber optic,Credit card (automatic),No,No,No,Yes,0,68.03,2595.38,No,15.53,No,No,Low Risk
CUST103225,Female,0,Yes,Yes,10,Month-to-month,No,Credit card (automatic),No,Yes,No,No,3,18.0,202.53,No,18.45,No,No,Low Risk
CUST101481,Male,0,No,No,31,Month-to-month,Fiber optic,Electronic check,Yes,No internet service,No,No,4,59.26,1869.96,Yes,86.59,Yes,Yes,High Risk
CUST103752,Male,0,No,Yes,10,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No internet service,0,76.14,697.87,Yes,81.17,Yes,Yes,High Risk
CUST102540,Male,0,No,No,36,One year,No,Mailed check,No,No internet service,No,No internet service,2,31.46,1200.08,No,4.67,No,No,Low Risk
CUST104696,Male,0,No,Yes,28,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No internet service,Yes,2,70.76,1938.95,No,3.77,No,No,Low Risk
CUST100073,Female,0,No,Yes,16,Month-to-month,DSL,Electronic check,No,No,No,Yes,0,46.16,791.0,Yes,57.08,Yes,Yes,Medium Risk
CUST100309,Female,0,Yes,No,72,Month-to-month,No,Mailed check,Yes,No,No internet service,No,0,26.94,1931.65,No,0.68,No,No,Low Risk
CUST102432,Female,1,Yes,No,6,One year,No,Electronic check,Yes,No,No internet service,Yes,1,18.0,108.73,No,26.38,No,No,Low Risk
CUST100031,Male,0,Yes,No,27,Two year,DSL,Credit card (automatic),Yes,Yes,No,Yes,0,59.29,1521.62,No,0.75,No,No,Low Risk
CUST103946,Male,1,No,No,17,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,49.16,795.47,Yes,44.57,No,Yes,Medium Risk
CUST103109,Female,0,No,No,40,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,Yes,2,69.04,2750.56,No,71.26,Yes,No,High Risk
CUST100893,Male,0,No,No,19,One year,Fiber optic,Mailed check,No,No,Yes,No,1,74.26,1453.39,No,23.41,No,No,Low Risk
CUST102688,Male,1,Yes,Yes,18,Two year,Fiber optic,Bank transfer (automatic),Yes,No,No,Yes,1,84.42,1532.07,No,11.63,No,No,Low Risk
CUST100379,Male,0,Yes,Yes,19,Month-to-month,DSL,Bank transfer (automatic),Yes,No,No internet service,No internet service,3,39.64,748.94,No,23.93,No,No,Low Risk
CUST104771,Female,1,Yes,No,40,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,49.93,2053.23,Yes,12.84,No,Yes,Low Risk
CUST102162,Male,0,Yes,No,34,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,No,4,67.69,2300.88,Yes,28.59,No,Yes,Low Risk
CUST104314,Male,0,Yes,No,51,One year,Fiber optic,Mailed check,Yes,Yes,No internet service,Yes,1,61.54,3180.2,No,1.64,No,No,Low Risk
CUST104984,Female,0,No,No,51,Month-to-month,Fiber optic,Electronic check,Yes,No,No,Yes,2,62.01,3132.66,Yes,50.28,Yes,Yes,Medium Risk
CUST104226,Male,0,Yes,Yes,16,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,No,0,81.96,1194.61,No,3.52,No,No,Low Risk
CUST100539,Female,0,No,No,13,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,No,1,91.95,1138.62,Yes,66.87,Yes,Yes,High Risk
CUST101877,Female,0,Yes,No,23,One year,No,Bank transfer (automatic),Yes,Yes,No,No,2,27.49,732.76,No,1.79,No,No,Low Risk
CUST104059,Male,1,No,No,9,Two year,Fiber optic,Electronic check,No,No,No,No internet service,2,81.53,757.24,Yes,77.76,Yes,Yes,High Risk
CUST100002,Male,0,Yes,Yes,69,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,1,66.78,4663.94,No,1.94,No,No,Low Risk
CUST102316,Female,1,No,No,12,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,1,82.66,1041.92,No,89.73,Yes,No,High Risk
CUST103069,Female,1,No,No,29,Month-to-month,Fiber optic,Electronic check,Yes,No,No internet service,No internet service,0,92.09,2650.34,Yes,87.57,Yes,Yes,High Risk
CUST100212,Male,0,Yes,No,17,Two year,Fiber optic,Credit card (automatic),No,No internet service,No,No,1,81.48,1347.04,No,11.29,No,No,Low Risk
CUST101846,Female,0,No,Yes,23,One year,DSL,Bank transfer (automatic),No,No internet service,Yes,Yes,4,68.61,1647.59,No,16.12,No,No,Low Risk
CUST104435,Male,0,Yes,No,26,Month-to-month,DSL,Mailed check,Yes,No,No,No,2,67.34,1734.36,Yes,45.42,No,Yes,Medium Risk
CUST100818,Female,0,No,No,0,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No internet service,No,1,68.43,0.0,Yes,77.73,Yes,Yes,High Risk
CUST101664,Male,0,No,No,27,One year,No,Electronic check,Yes,Yes,No,No,0,31.83,901.92,No,5.06,No,No,Low Risk
CUST102989,Female,1,Yes,No,41,One year,No,Electronic check,No,Yes,No,Yes,3,27.72,1192.8,No,7.9,No,No,Low Risk
CUST101164,Male,0,No,No,13,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No,No,0,75.9,982.82,Yes,43.14,No,Yes,Medium Risk
CUST104866,Male,0,No,No,71,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,3,86.06,6141.23,No,29.45,No,No,Low Risk
CUST100290,Male,0,No,Yes,13,Two year,DSL,Mailed check,No,No,No,Yes,1,53.85,714.21,No,8.3,No,No,Low Risk
CUST100366,Female,0,Yes,No,8,One year,Fiber optic,Electronic check,No,No,No,No internet service,1,76.5,622.38,No,67.35,Yes,No,High Risk
CUST103810,Female,0,Yes,No,7,Month-to-month,No,Electronic check,Yes,No,No,Yes,1,37.64,352.97,Yes,69.14,Yes,Yes,High Risk
CUST103536,Male,0,No,No,36,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,No,No,0,84.93,3060.24,No,30.42,No,No,Medium Risk
CUST103038,Male,0,No,No,38,One year,Fiber optic,Credit card (automatic),Yes,No internet service,No internet service,No,1,67.69,2560.51,No,5.76,No,No,Low Risk
CUST102487,Female,0,Yes,No,13,Month-to-month,DSL,Mailed check,No,No internet service,No internet service,No,3,74.74,948.78,Yes,80.83,Yes,Yes,High Risk
CUST104546,Female,0,Yes,No,71,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,0,80.39,5697.91,No,3.38,No,No,Low Risk
CUST100629,Male,0,Yes,Yes,19,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,Yes,2,94.81,1867.87,Yes,66.63,Yes,Yes,High Risk
CUST101511,Male,0,Yes,No,9,Month-to-month,No,Electronic check,Yes,No internet service,No,No,2,21.17,299.21,Yes,62.22,Yes,Yes,High Risk
CUST103094,Male,0,No,Yes,31,Month-to-month,DSL,Mailed check,Yes,No,Yes,No internet service,5,54.09,1677.82,Yes,47.46,No,Yes,Medium Risk
CUST103466,Male,1,Yes,No,17,One year,Fiber optic,Credit card (automatic),Yes,No,No internet service,No internet service,3,60.94,967.46,No,28.82,No,No,Low Risk
CUST100012,Male,0,Yes,Yes,29,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,77.24,2161.07,Yes,67.41,Yes,Yes,High Risk
CUST104592,Female,0,Yes,No,53,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,2,90.48,4893.0,Yes,48.42,No,Yes,Medium Risk
CUST100672,Female,0,No,No,28,Month-to-month,DSL,Electronic check,No,No,No,Yes,3,58.39,1567.68,Yes,80.51,Yes,Yes,High Risk
CUST101392,Female,0,No,Yes,13,One year,No,Mailed check,No,No,No,No,1,25.03,464.9,No,8.15,No,No,Low Risk
CUST104871,Male,0,Yes,No,26,Month-to-month,Fiber optic,Credit card (automatic),Yes,No internet service,No,Yes,0,90.15,2393.76,No,39.98,No,No,Medium Risk
CUST102585,Female,0,No,Yes,72,Two year,DSL,Credit card (automatic),Yes,Yes,Yes,No,1,72.17,5181.83,No,0.08,No,No,Low Risk
CUST104306,Female,0,No,No,32,Two year,DSL,Credit card (automatic),No,Yes,No internet service,No,2,58.28,1873.47,No,2.11,No,No,Low Risk
CUST104036,Female,0,No,No,17,Month-to-month,No,Credit card (automatic),Yes,No,No internet service,Yes,1,27.53,494.79,No,20.23,No,No,Low Risk
CUST102805,Male,0,No,Yes,8,One year,Fiber optic,Credit card (automatic),Yes,No,No,Yes,1,76.06,666.09,Yes,27.18,No,Yes,Low Risk
CUST103859,Male,0,No,No,31,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes,4,64.91,2035.6,No,65.87,Yes,No,High Risk
CUST103237,Male,0,No,No,16,Month-to-month,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,2,18.0,359.23,Yes,8.84,No,Yes,Low Risk
CUST103860,Female,0,No,No,23,One year,No,Electronic check,Yes,Yes,No internet service,No,2,25.85,626.42,No,11.58,No,No,Low Risk
CUST100830,Male,0,No,Yes,14,Month-to-month,Fiber optic,Credit card (automatic),Yes,No internet service,No internet service,No internet service,0,70.36,901.97,No,43.99,No,No,Medium Risk
CUST104807,Male,0,No,No,43,Month-to-month,DSL,Credit card (automatic),Yes,No internet service,No,No internet service,2,46.64,1950.49,Yes,10.78,No,Yes,Low Risk
CUST102803,Female,1,No,No,7,Two year,No,Electronic check,Yes,Yes,No internet service,No,1,18.12,144.05,No,11.92,No,No,Low Risk
CUST104001,Male,0,No,No,60,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,43.55,2639.16,No,5.12,No,No,Low Risk
CUST102002,Female,0,No,Yes,20,Month-to-month,No,Credit card (automatic),Yes,No,No,No internet service,0,33.46,603.83,Yes,11.47,No,Yes,Low Risk
CUST102457,Male,0,No,No,18,Two year,Fiber optic,Mailed check,Yes,Yes,No,Yes,1,72.58,1322.16,No,10.72,No,No,Low Risk
CUST102465,Male,0,No,No,21,One year,Fiber optic,Bank transfer (automatic),Yes,No,Yes,Yes,1,87.37,1729.78,No,16.01,No,No,Low Risk
CUST103443,Female,1,Yes,Yes,27,Two year,DSL,Mailed check,Yes,No internet service,No,No internet service,0,70.61,1866.84,No,4.06,No,No,Low Risk
CUST104872,Male,0,Yes,Yes,26,Two year,Fiber optic,Electronic check,No,Yes,No,No internet service,1,71.67,1800.97,Yes,10.84,No,Yes,Low Risk
CUST104810,Male,1,No,No,28,Month-to-month,Fiber optic,Mailed check,No,No internet service,Yes,No internet service,1,68.74,1977.95,No,55.89,Yes,No,Medium Risk
CUST104454,Male,0,No,No,54,One year,DSL,Mailed check,Yes,No,Yes,Yes,0,52.36,2894.53,No,0.69,No,No,Low Risk
CUST100752,Female,0,Yes,No,20,One year,Fiber optic,Bank transfer (automatic),No,No,Yes,Yes,0,50.59,1062.82,No,3.35,No,No,Low Risk
CUST101209,Male,1,No,No,49,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No internet service,Yes,0,73.69,3522.96,No,11.16,No,No,Low Risk
CUST101567,Female,1,No,No,33,One year,No,Electronic check,No,No internet service,No,Yes,0,46.88,1548.86,No,16.71,No,No,Low Risk
CUST103118,Female,0,Yes,No,34,Month-to-month,No,Bank transfer (automatic),No,Yes,No,Yes,3,41.66,1389.05,No,12.48,No,No,Low Risk
CUST104064,Male,0,No,No,9,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,3,74.78,690.41,Yes,91.93,Yes,Yes,High Risk
CUST101024,Female,0,No,No,43,Month-to-month,DSL,Credit card (automatic),No,No internet service,Yes,Yes,2,58.1,2493.56,No,11.86,No,No,Low Risk
CUST100824,Female,0,Yes,No,17,Month-to-month,No,Electronic check,No,Yes,No,No,0,42.76,637.45,No,39.14,No,No,Medium Risk
CUST101529,Female,0,Yes,Yes,15,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,No,No,0,94.0,1338.88,No,53.27,Yes,No,Medium Risk
CUST104669,Female,0,Yes,Yes,5,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,Yes,No,Yes,3,54.74,196.0,No,52.6,Yes,No,Medium Risk
CUST101029,Male,0,No,Yes,12,Month-to-month,Fiber optic,Credit card (automatic),Yes,Yes,No internet service,Yes,2,60.31,722.31,No,45.66,No,No,Medium Risk
CUST100882,Male,0,No,No,12,Month-to-month,DSL,Electronic check,No,Yes,No,No,3,59.35,809.68,Yes,86.06,Yes,Yes,High Risk
CUST103457,Male,0,No,No,51,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No internet service,Yes,No internet service,0,73.54,3726.08,No,6.93,No,No,Low Risk
CUST104235,Female,0,No,No,12,Two year,Fiber optic,Bank transfer (automatic),No,Yes,No,No internet service,1,73.33,906.83,No,10.28,No,No,Low Risk
CUST103163,Male,0,Yes,No,37,One year,No,Mailed check,No,No,No,Yes,2,39.29,1477.35,No,3.96,No,No,Low Risk
CUST101592,Female,0,No,No,51,Two year,DSL,Electronic check,No,Yes,No,No internet service,3,41.22,2128.59,No,2.81,No,No,Low Risk
CUST100272,Female,0,Yes,Yes,19,One year,DSL,Mailed check,No,Yes,Yes,Yes,2,56.28,1070.11,No,5.15,No,No,Low Risk
CUST104321,Male,0,No,No,25,Month-to-month,Fiber optic,Mailed check,Yes,No,No internet service,No,1,71.76,1808.03,No,60.22,Yes,No,High Risk
CUST100782,Female,1,No,No,28,Month-to-month,DSL,Credit card (automatic),Yes,No,No,No,0,49.74,1340.7,No,19.56,No,No,Low Risk
CUST102193,Male,0,No,No,25,One year,DSL,Bank transfer (automatic),Yes,Yes,No,No,0,42.65,1082.24,No,1.45,No,No,Low Risk
CUST102798,Male,0,Yes,No,44,Month-to-month,Fiber optic,Mailed check,No,Yes,No,Yes,1,72.54,3189.88,No,19.06,No,No,Low Risk
CUST100994,Female,0,Yes,No,11,Month-to-month,DSL,Bank transfer (automatic),Yes,Yes,No,No,0,58.68,710.67,No,18.54,No,No,Low Risk
CUST102502,Male,1,Yes,No,10,Two year,DSL,Mailed check,No,No internet service,No internet service,Yes,1,64.13,667.75,No,17.24,No,No,Low Risk
CUST103316,Female,0,No,No,11,Month-to-month,No,Electronic check,No,No internet service,No,No,3,20.6,194.71,Yes,79.22,Yes,Yes,High Risk
CUST102072,Female,0,Yes,No,72,Two year,Fiber optic,Mailed check,No,Yes,Yes,No internet service,3,77.01,5592.66,No,0.63,No,No,Low Risk
CUST100543,Female,0,No,No,3,Two year,DSL,Electronic check,Yes,Yes,No internet service,No,1,58.09,201.61,No,26.15,No,No,Low Risk
CUST104011,Male,0,No,No,72,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,3,87.44,6298.43,No,25.85,No,No,Low Risk
CUST102384,Male,0,Yes,No,44,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,1,80.47,3504.51,No,15.61,No,No,Low Risk
